Height,Shag,Little_Gull,Atlantic_Puffin,Black_Throated_Diver,Common_Tern,Northern_Fulmar,Lesser_Black_Backed_Gull,Herring_Gull,Arctic_Tern,Little_Auk,Black_Headed_Gull,Great_Black_backed_Gull,Sandwich_Tern,Arctic_Skua,Great_Skua,Common_Gull,Manx_Shearwater,Northern_Gannet,Black_legged_Kittiwake,Common_Guillemot,Razorbill
166,,,,,,,,,,,,,,,,,,0,,,
167,,,,,,,,,,,,,,,,,,0,,,
168,,,,,,,,,,,,,,,,,,0,,,
169,,,,,,,,,,,,,,,,,,0,,,
170,,,,,,,,,,,,,,,,,,0,,,
171,,,,,,,,,,,,,,,,,,0,,,
172,,,,,,,,,,,,,,,,,,0,,,
173,,,,,,,,,,,,,,,,,,0,,,
174,,,,,,,,,,,,,,,,,,0,,,
175,,,,,,,,,,,,,,,,,,0,,,
176,,,,,,,,,,,,,,,,,,0,,,
177,,,,,,,,,,,,,,,,,,0,,,
178,,,,,,,,,,,,,,,,,,0,,,
179,,,,,,,,,,,,,,,,,,0,,,
180,,,,,,,,,,,,,,,,,,0,,,
181,,,,,,,,,,,,,,,,,,0,,,
182,,,,,,,,,,,,,,,,,,0,,,
183,,,,,,,,,,,,,,,,,,0,,,
184,,,,,,,,,,,,,,,,,,0,,,
185,,,,,,,,,,,,,,,,,,0,,,
186,,,,,,,,,,,,,,,,,,0,,,
187,,,,,,,,,,,,,,,,,,0,,,
188,,,,,,,,,,,,,,,,,,0,,,
189,,,,,,,,,,,,,,,,,,0,,,
190,,,,,,,,,,,,,,,,,,0,,,
191,,,,,,,,,,,,,,,,,,0,,,
192,,,,,,,,,,,,,,,,,,0,,,
193,,,,,,,,,,,,,,,,,,0,,,
194,,,,,,,,,,,,,,,,,,0,,,
195,,,,,,,,,,,,,,,,,,0,,,
196,,,,,,,,,,,,,,,,,,0,,,
197,,,,,,,,,,,,,,,,,,0,,,
198,,,,,,,,,,,,,,,,,,0,,,
199,,,,,,,,,,,,,,,,,,0,,,
200,,,,,,,,,,,,,,,,,,0,,,
201,,,,,,,,,,,,,,,,,,0,,,
202,,,,,,,,,,,,,,,,,,0,,,
203,,,,,,,,,,,,,,,,,,0,,,
204,,,,,,,,,,,,,,,,,,0,,,
205,,,,,,,,,,,,,,,,,,0,,,
206,,,,,,,,,,,,,,,,,,0,,,
207,,,,,,,,,,,,,,,,,,0,,,
208,,,,,,,,,,,,,,,,,,0,,,
209,,,,,,,,,,,,,,,,,,0,,,
210,,,,,,,,,,,,,,,,,,0,,,
211,,,,,,,,,,,,,,,,,,0,,,
212,,,,,,,,,,,,,,,,,,0,,,
213,,,,,,,,,,,,,,,,,,0,,,
214,,,,,,,,,,,,,,,,,,0,,,
215,,,,,,,,,,,,,,,,,,0,,,
216,,,,,,,,,,,,,,,,,,0,,,
217,,,,,,,,,,,,,,,,,,0,,,
218,,,,,,,,,,,,,,,,,,0,,,
219,,,,,,,,,,,,,,,,,,0,,,
220,,,,,,,,,,,,,,,,,,0,,,
221,,,,,,,,,,,,,,,,,,0,,,
222,,,,,,,,,,,,,,,,,,0,,,
223,,,,,,,,,,,,,,,,,,0,,,
224,,,,,,,,,,,,,,,,,,0,,,
225,,,,,,,,,,,,,,,,,,0,,,
226,,,,,,,,,,,,,,,,,,0,,,
227,,,,,,,,,,,,,,,,,,0,,,
228,,,,,,,,,,,,,,,,,,0,,,
229,,,,,,,,,,,,,,,,,,0,,,
230,,,,,,,,,,,,,,,,,,0,,,
231,,,,,,,,,,,,,,,,,,0,,,
232,,,,,,,,,,,,,,,,,,0,,,
233,,,,,,,,,,,,,,,,,,0,,,
234,,,,,,,,,,,,,,,,,,0,,,
235,,,,,,,,,,,,,,,,,,0,,,
236,,,,,,,,,,,,,,,,,,0,,,
237,,,,,,,,,,,,,,,,,,0,,,
238,,,,,,,,,,,,,,,,,,0,,,
239,,,,,,,,,,,,,,,,,,0,,,
240,,,,,,,,,,,,,,,,,,0,,,
241,,,,,,,,,,,,,,,,,,0,,,
242,,,,,,,,,,,,,,,,,,0,,,
243,,,,,,,,,,,,,,,,,,0,,,
244,,,,,,,,,,,,,,,,,,0,,,
245,,,,,,,,,,,,,,,,,,0,,,
246,,,,,,,,,,,,,,,,,,0,,,
247,,,,,,,,,,,,,,,,,,0,,,
248,,,,,,,,,,,,,,,,,,0,,,
249,,,,,,,,,,,,,,,,,,0,,,
250,,,,,,,,,,,,,,,,,,0,,,
251,,,,,,,,,,,,,,,,,,0,,,
252,,,,,,,,,,,,,,,,,,0,,,
253,,,,,,,,,,,,,,,,,,0,,,
254,,,,,,,,,,,,,,,,,,0,,,
255,,,,,,,,,,,,,,,,,,0,,,
256,,,,,,,,,,,,,,,,,,0,,,
257,,,,,,,,,,,,,,,,,,0,,,
258,,,,,,,,,,,,,,,,,,0,,,
259,,,,,,,,,,,,,,,,,,0,,,
260,,,,,,,,,,,,,,,,,,0,,,
261,,,,,,,,,,,,,,,,,,0,,,
262,,,,,,,,,,,,,,,,,,0,,,
263,,,,,,,,,,,,,,,,,,0,,,
264,,,,,,,,,,,,,,,,,,0,,,
265,,,,,,,,,,,,,,,,,,0,,,
266,,,,,,,,,,,,,,,,,,0,,,
267,,,,,,,,,,,,,,,,,,0,,,
268,,,,,,,,,,,,,,,,,,0,,,
269,,,,,,,,,,,,,,,,,,0,,,
270,,,,,,,,,,,,,,,,,,0,,,
271,,,,,,,,,,,,,,,,,,0,,,
272,,,,,,,,,,,,,,,,,,0,,,
273,,,,,,,,,,,,,,,,,,0,,,
274,,,,,,,,,,,,,,,,,,0,,,
275,,,,,,,,,,,,,,,,,,0,,,
276,,,,,,,,,,,,,,,,,,0,,,
277,,,,,,,,,,,,,,,,,,0,,,
278,,,,,,,,,,,,,,,,,,0,,,
279,,,,,,,,,,,,,,,,,,0,,,
280,,,,,,,,,,,,,,,,,,0,,,
281,,,,,,,,,,,,,,,,,,0,,,
282,,,,,,,,,,,,,,,,,,0,,,
283,,,,,,,,,,,,,,,,,,0,,,
284,,,,,,,,,,,,,,,,,,0,,,
285,,,,,,,,,,,,,,,,,,0,,,
286,,,,,,,,,,,,,,,,,,0,,,
287,,,,,,,,,,,,,,,,,,0,,,
288,,,,,,,,,,,,,,,,,,0,,,
289,,,,,,,,,,,,,,,,,,0,,,
290,,,,,,,,,,,,,,,,,,0,,,
291,,,,,,,,,,,,,,,,,,0,,,
292,,,,,,,,,,,,,,,,,,0,,,
293,,,,,,,,,,,,,,,,,,0,,,
294,,,,,,,,,,,,,,,,,,0,,,
295,,,,,,,,,,,,,,,,,,0,,,
296,,,,,,,,,,,,,,,,,,0,,,
297,,,,,,,,,,,,,,,,,,0,,,
298,,,,,,,,,,,,,,,,,,0,,,
299,,,,,,,,,,,,,,,,,,0,,,
300,,,,,,,,,,,,,,,,,,0,,,
301,,,,,,,,,,,,,,,,,,0,,,
302,,,,,,,,,,,,,,,,,,0,,,
303,,,,,,,,,,,,,,,,,,0,,,
